,Unnamed: 0,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*","Mortality Rate, 2020*","Mortality Rate, 2019*","Mortality Rate, 2018*","Mortality Rate, 2017*","Mortality Rate, 2016*","Mortality Rate, 2015*",County,State
205,205,"Inyo County, California",6027.0,471.13,442.35,395.81,375.71,346.29,309.87,279.9,275.32,"-41.56 (-46.37, -36.55)",465.374,459.61800000000005,453.862,448.1060000000001,433.042,423.734,414.426,405.11800000000005,391.79,387.77,383.75,379.73,369.826,363.942,358.058,352.17400000000004,339.00600000000003,331.722,324.438,317.154,303.87600000000003,297.882,291.888,285.894,278.984,278.068,277.152,229.5368553846154,235.22037230769232,240.90388923076924,246.58740615384616,252.27092307692308,257.95444,Inyo,California
206,206,"Kern County, California",6029.0,523.62,498.4,452.63,434.43,408.23,368.44,308.67,311.74,"-40.46 (-42.97, -37.77)",518.576,513.5319999999999,508.488,503.444,489.246,480.092,470.938,461.7840000000001,448.99000000000007,445.35,441.71,438.0700000000001,429.19000000000005,423.9500000000001,418.71,413.4700000000001,400.2720000000001,392.314,384.356,376.398,356.486,344.53200000000004,332.578,320.624,309.28400000000005,309.898,310.51200000000006,258.16850153846156,265.11654923076924,272.0645969230769,279.0126446153846,285.9606923076923,292.90873999999997,Kern,California
207,207,"Kings County, California",6031.0,562.59,522.67,449.15,419.63,375.41,315.13,268.29,250.11,"-55.54 (-58.58, -52.40)",554.606,546.6220000000001,538.638,530.654,507.966,493.262,478.558,463.854,443.246,437.342,431.438,425.534,410.786,401.942,393.098,384.254,363.354,351.298,339.242,327.18600000000004,305.762,296.394,287.026,277.658,264.65400000000005,261.01800000000003,257.382,184.73104,193.88227999999998,203.03352,212.18476,221.336,230.48724,Kings,California
208,208,"Lake County, California",6033.0,457.81,442.11,402.49,397.17,385.48,345.03,301.44,306.09,"-33.14 (-37.58, -28.10)",454.6700000000001,451.53,448.39,445.25000000000006,434.186,426.26200000000006,418.338,410.414,401.426,400.362,399.298,398.234,394.8320000000001,392.494,390.15600000000006,387.818,377.39,369.3,361.21,353.12,336.312,327.594,318.876,310.158,302.37,303.3,304.23,266.4700307692308,271.5909846153846,276.71193846153847,281.8328923076923,286.95384615384614,292.0748,Lake,California
209,209,"Lassen County, California",6035.0,455.32,425.38,374.39,350.0,327.64,293.36,264.29,259.72,"-42.96 (-47.78, -37.33)",449.3320000000001,443.3440000000001,437.356,431.36800000000005,415.182,404.984,394.786,384.588,369.512,364.634,359.756,354.878,345.528,341.05600000000004,336.58399999999995,332.112,320.78400000000005,313.928,307.072,300.216,287.54600000000005,281.732,275.918,270.10400000000004,263.37600000000003,262.46200000000005,261.548,218.12880615384623,223.38419692307698,228.63958769230774,233.89497846153853,239.1503692307693,244.40576000000004,Lassen,California
210,210,"Los Angeles County, California",6037.0,533.47,492.55,452.79,389.48,351.16,292.4,239.26,218.78,"-58.99 (-59.80, -58.13)",525.2860000000001,517.102,508.918,500.734,484.598,476.646,468.694,460.742,440.128,427.466,414.804,402.14200000000005,381.8160000000001,374.152,366.48800000000006,358.82400000000007,339.4080000000001,327.656,315.904,304.152,281.772,271.144,260.516,249.888,235.164,231.068,226.972,147.3480553846153,157.28057230769224,167.21308923076919,177.14560615384607,187.07812307692302,197.01063999999994,Los,California
211,211,"Madera County, California",6039.0,441.36,410.02,364.54,350.19,332.59,287.52,264.14,254.85,"-42.26 (-46.41, -37.91)",435.092,428.824,422.556,416.288,400.924,391.828,382.732,373.636,361.67,358.8,355.93,353.06,346.67,343.15,339.63,336.11,323.576,314.56199999999995,305.548,296.534,282.844,278.168,273.492,268.81600000000003,262.28200000000004,260.424,258.56600000000003,216.99996615384615,222.2192169230769,227.43846769230768,232.65771846153845,237.87696923076922,243.09622,Madera,California
212,212,"Marin County, California",6041.0,429.2,386.58,323.54,293.22,255.45,206.49,168.1,160.51,"-62.60 (-64.78, -60.08)",420.676,412.152,403.628,395.104,373.972,361.364,348.756,336.148,317.47600000000006,311.41200000000003,305.34800000000007,299.28400000000005,285.66600000000005,278.112,270.558,263.004,245.658,235.866,226.074,216.282,198.812,191.134,183.456,175.778,166.582,165.064,163.546,100.06436615384618,107.63061692307693,115.1968676923077,122.76311846153848,130.32936923076926,137.89562,Marin,California
213,213,"Mariposa County, California",6043.0,447.0,412.1,358.57,335.01,300.56,264.48,223.13,224.11,"-49.86 (-55.14, -44.12)",440.02,433.04,426.06,419.08,401.39400000000006,390.688,379.982,369.276,353.858,349.146,344.434,339.722,328.12,321.23,314.34,307.45,293.344,286.128,278.91200000000003,271.696,256.21000000000004,247.94000000000003,239.67,231.40000000000003,223.326,223.522,223.718,169.57002153846156,176.01618923076924,182.46235692307692,188.90852461538464,195.35469230769232,201.80086,Mariposa,California
214,214,"Mendocino County, California",6045.0,451.94,435.62,370.63,352.03,327.54,282.63,258.74,254.66,"-43.65 (-47.16, -39.58)",448.676,445.412,442.148,438.884,422.62200000000007,409.624,396.626,383.628,366.91,363.19,359.47,355.75,347.13199999999995,342.23400000000004,337.336,332.43800000000005,318.55800000000005,309.576,300.59400000000005,291.612,277.85200000000003,273.074,268.296,263.51800000000003,257.92400000000004,257.108,256.29200000000003,208.2753169230769,213.8713415384615,219.46736615384611,225.06339076923072,230.65941538461536,236.25543999999996,Mendocino,California
215,215,"Merced County, California",6047.0,473.19,434.58,384.16,363.34,336.64,298.87,263.54,261.71,"-44.69 (-48.10, -41.08)",465.468,457.746,450.024,442.302,424.496,414.412,404.328,394.244,379.996,375.832,371.668,367.504,358.0,352.66,347.31999999999994,341.98,329.086,321.532,313.978,306.424,291.80400000000003,284.738,277.672,270.606,263.17400000000004,262.808,262.442,214.28877846153844,220.13381076923076,225.97884307692306,231.82387538461535,237.66890769230767,243.51394,Merced,California
216,216,"Modoc County, California",6049.0,444.99,420.29,383.01,360.19,334.07,285.58,267.02,267.34,"-39.92 (-46.04, -33.76)",440.05,435.11,430.17,425.23,412.83400000000006,405.378,397.922,390.466,378.446,373.882,369.318,364.754,354.966,349.742,344.518,339.29400000000004,324.372,314.674,304.976,295.278,281.868,278.15599999999995,274.444,270.732,267.084,267.148,267.212,214.85788615384615,220.51705692307692,226.1762276923077,231.83539846153846,237.49456923076923,243.15374,Modoc,California
217,217,"Mono County, California",6051.0,342.48,321.98,277.96,263.2,239.69,196.61,162.82,163.24,"-52.33 (-57.16, -47.02)",338.38000000000005,334.28,330.18000000000006,326.08000000000004,313.176,304.372,295.568,286.764,275.008,272.056,269.104,266.152,258.498,253.796,249.094,244.392,231.074,222.458,213.842,205.226,189.852,183.094,176.336,169.578,162.904,162.988,163.072,115.73647076923078,121.46676461538462,127.19705846153846,132.92735230769233,138.65764615384617,144.38794000000001,Mono,California
218,218,"Monterey County, California",6053.0,434.63,408.28,350.87,313.3,284.33,242.33,208.4,196.14,"-54.87 (-57.17, -52.37)",429.36,424.09,418.82,413.55,396.798,385.316,373.834,362.352,343.35600000000005,335.842,328.328,320.814,307.50600000000003,301.712,295.918,290.124,275.93,267.53,259.13,250.73,235.54400000000004,228.758,221.972,215.18600000000004,205.94800000000004,203.496,201.044,145.79981846153848,152.5536907692308,159.3075630769231,166.0614353846154,172.8153076923077,179.56918000000002,Monterey,California
219,219,"Napa County, California",6055.0,384.64,361.39,333.03,318.65,305.18,258.48,237.2,227.73,"-40.79 (-44.51, -36.59)",379.99,375.34,370.69,366.04,355.718,350.04599999999994,344.374,338.702,330.154,327.278,324.402,321.52599999999995,315.956,313.26199999999994,310.568,307.874,295.84000000000003,286.5,277.16,267.82000000000005,254.224,249.968,245.712,241.456,235.306,233.412,231.518,191.8839292307692,196.89083538461534,201.8977415384615,206.90464769230766,211.91155384615382,216.91845999999998,Napa,California
220,220,"Nevada County, California",6057.0,386.79,347.75,306.33,279.15,267.35,232.79,203.16,202.01,"-47.77 (-51.19, -44.22)",378.982,371.174,363.366,355.558,339.466,331.182,322.898,314.614,300.894,295.458,290.022,284.586,276.79,274.43,272.07,269.71000000000004,260.43800000000005,253.526,246.614,239.702,226.864,220.938,215.012,209.086,202.93,202.7,202.47,163.74058461538468,168.49950769230773,173.2584307692308,178.0173538461539,182.77627692307698,187.53520000000003,Nevada,California
221,221,"Orange County, California",6059.0,440.52,416.61,381.65,344.99,310.09,251.76,211.37,205.8,"-53.28 (-54.75, -51.73)",435.738,430.956,426.174,421.392,409.618,402.626,395.634,388.642,374.318,366.986,359.654,352.322,338.01,331.03,324.04999999999995,317.07,298.424,286.758,275.092,263.42600000000004,243.682,235.604,227.526,219.448,210.256,209.142,208.028,138.49596000000008,146.68282000000008,154.86968000000007,163.05654000000007,171.24340000000007,179.43026000000006,Orange,California
222,222,"Placer County, California",6061.0,450.13,411.96,360.43,324.55,294.42,252.47,220.23,203.33,"-54.83 (-57.27, -52.12)",442.496,434.862,427.228,419.594,401.654,391.348,381.042,370.736,353.254,346.07800000000003,338.902,331.72600000000006,318.52400000000006,312.498,306.47200000000004,300.446,286.03000000000003,277.64,269.25,260.86,246.022,239.574,233.126,226.678,216.85,213.47,210.09,155.75627692307685,162.53186153846147,169.3074461538461,176.0830307692307,182.85861538461532,189.63419999999994,Placer,California
223,223,"Plumas County, California",6063.0,420.99,377.1,339.77,322.24,300.81,268.19,241.42,244.89,"-41.83 (-46.98, -36.60)",412.2120000000001,403.434,394.65600000000006,385.878,369.634,362.168,354.702,347.236,336.264,332.75800000000004,329.25199999999995,325.74600000000004,317.95400000000006,313.668,309.382,305.096,294.28600000000006,287.762,281.238,274.71400000000006,262.836,257.482,252.128,246.774,242.114,242.808,243.502,202.6891476923077,207.36882615384616,212.04850461538462,216.72818307692307,221.40786153846156,226.08754000000002,Plumas,California
224,224,"Riverside County, California",6065.0,489.54,468.56,405.06,384.21,350.15,301.13,249.96,237.61,"-51.46 (-53.20, -49.77)",485.3440000000001,481.148,476.952,472.756,455.86,443.16,430.46,417.76,400.89,396.72,392.55,388.38,377.398,370.586,363.774,356.962,340.346,330.542,320.738,310.934,290.896,280.66200000000003,270.428,260.194,247.49,245.02,242.55,183.40910769230769,191.25344615384614,199.09778461538463,206.94212307692308,214.78646153846154,222.6308,Riverside,California
225,225,"Sacramento County, California",6067.0,467.78,437.45,383.99,357.46,337.31,295.47,254.37,251.78,"-46.18 (-48.18, -44.06)",461.714,455.648,449.582,443.516,426.758,416.066,405.374,394.682,378.684,373.378,368.072,362.766,353.43,349.4,345.37,341.34000000000003,328.942,320.574,312.206,303.838,287.25000000000006,279.03000000000003,270.81,262.59000000000003,253.852,253.334,252.816,203.9089815384616,210.08750923076929,216.26603692307697,222.44456461538468,228.62309230769236,234.80162000000004,Sacramento,California
226,226,"San Benito County, California",6069.0,447.55,405.16,347.32,315.84,288.42,241.04,209.33,204.17,"-54.38 (-58.28, -49.84)",439.072,430.594,422.116,413.638,393.592,382.024,370.456,358.88800000000003,341.024,334.728,328.432,322.136,310.356,304.872,299.388,293.904,278.944,269.468,259.992,250.516,234.698,228.356,222.014,215.67200000000005,208.29800000000003,207.266,206.234,150.03186461538453,156.6354676923076,163.2390707692307,169.84267384615376,176.44627692307685,183.04987999999992,San,California
227,227,"San Bernardino County, California",6071.0,517.29,510.68,446.6,427.45,387.82,351.29,291.95,269.75,"-47.85 (-49.56, -45.96)",515.968,514.646,513.3240000000001,512.0020000000001,497.864,485.048,472.232,459.41600000000005,442.77,438.94,435.11,431.28,419.52400000000006,411.598,403.672,395.746,380.514,373.208,365.902,358.59600000000006,339.422,327.554,315.68600000000004,303.818,287.51,283.07,278.63,224.05913846153845,231.98343076923075,239.90772307692305,247.83201538461537,255.75630769230767,263.68059999999997,San,California
228,228,"San Diego County, California",6073.0,420.14,390.03,350.58,331.88,305.6,253.19,215.94,206.0,"-50.97 (-52.52, -49.41)",414.11800000000005,408.096,402.074,396.052,382.14,374.25,366.36,358.47,346.84000000000003,343.1,339.36,335.62,326.624,321.368,316.112,310.856,295.11800000000005,284.636,274.154,263.672,245.74,238.29,230.84,223.39,213.952,211.964,209.976,155.9137815384615,162.7959092307692,169.6780369230769,176.5601646153846,183.44229230769227,190.32441999999998,San,California
229,229,"San Francisco County, California",6075.0,472.18,441.04,399.21,360.15,294.12,235.62,196.71,179.77,"-61.93 (-63.51, -60.23)",465.95200000000006,459.7240000000001,453.496,447.268,432.674,424.308,415.942,407.576,391.398,383.586,375.774,367.962,346.944,333.738,320.53200000000004,307.326,282.42,270.72,259.02,247.32,227.838,220.056,212.274,204.492,193.32200000000003,189.934,186.546,99.41332,109.41654,119.41976,129.42298,139.4262,149.42942,San,California
230,230,"San Joaquin County, California",6077.0,490.85,461.59,416.48,389.98,363.04,339.03,282.04,274.72,"-44.03 (-46.38, -41.45)",484.9980000000001,479.146,473.294,467.442,452.568,443.546,434.524,425.502,411.18000000000006,405.88,400.58,395.28,384.592,379.204,373.816,368.428,358.238,353.43600000000004,348.634,343.832,327.632,316.234,304.836,293.43800000000005,280.576,279.112,277.648,232.98595999999998,239.30422,245.62248,251.94073999999998,258.259,264.57726,San,California
231,231,"San Luis Obispo County, California",6079.0,431.49,385.68,354.9,328.42,292.48,258.24,236.22,227.44,"-47.29 (-50.20, -44.27)",422.328,413.16600000000005,404.004,394.842,379.52400000000006,373.368,367.212,361.056,349.60400000000004,344.308,339.012,333.71600000000007,321.2320000000001,314.044,306.856,299.66800000000006,285.63200000000006,278.784,271.93600000000004,265.088,253.836,249.432,245.028,240.624,234.464,232.708,230.952,180.3363015384615,186.0834492307692,191.83059692307688,197.5777446153846,203.3248923076923,209.07204,San,California
232,232,"San Mateo County, California",6081.0,422.65,379.46,337.73,306.93,264.03,227.65,191.49,175.52,"-58.47 (-60.31, -56.68)",414.012,405.374,396.736,388.098,371.114,362.768,354.422,346.076,331.57000000000005,325.41,319.25,313.09000000000003,298.35,289.77,281.19,272.61,256.754,249.478,242.202,234.926,220.418,213.186,205.954,198.722,188.296,185.10200000000003,181.908,123.79262153846156,130.94088923076924,138.08915692307693,145.23742461538464,152.38569230769232,159.53396,San,California
233,233,"Santa Barbara County, California",6083.0,396.86,370.68,320.23,311.49,291.82,253.43,221.06,214.75,"-45.89 (-48.58, -42.89)",391.6240000000001,386.388,381.152,375.91600000000005,360.59,350.5,340.41,330.32000000000005,318.482,316.73400000000004,314.986,313.238,307.55600000000004,303.622,299.688,295.754,284.14200000000005,276.464,268.786,261.10800000000006,246.956,240.482,234.008,227.534,219.798,218.536,217.274,178.14706461538458,183.31206769230766,188.47707076923075,193.64207384615383,198.8070769230769,203.97207999999998,Santa,California
234,234,"Santa Clara County, California",6085.0,428.4,387.3,340.99,310.32,272.63,211.77,177.74,170.28,"-60.25 (-61.72, -58.76)",420.18000000000006,411.96,403.74,395.52,378.038,368.776,359.514,350.25200000000007,334.85600000000005,328.722,322.588,316.454,302.782,295.244,287.706,280.168,260.458,248.286,236.114,223.94200000000004,204.96400000000003,198.158,191.35200000000003,184.546,176.24800000000002,174.75600000000003,173.264,103.79972615384614,111.8649369230769,119.93014769230768,127.99535846153844,136.0605692307692,144.12578,Santa,California
235,235,"Santa Cruz County, California",6087.0,404.9,387.43,341.72,331.79,302.01,250.49,223.35,213.49,"-47.27 (-50.45, -43.86)",401.406,397.912,394.418,390.924,378.288,369.146,360.004,350.862,339.73400000000004,337.74800000000005,335.76200000000006,333.776,325.834,319.87800000000004,313.922,307.966,291.706,281.402,271.098,260.79400000000004,245.062,239.634,234.206,228.778,221.378,219.406,217.434,165.95023384615385,172.2604830769231,178.5707323076923,184.88098153846155,191.19123076923077,197.50148000000002,Santa,California
236,236,"Shasta County, California",6089.0,432.07,401.15,372.93,361.43,337.83,310.05,289.19,290.95,"-32.66 (-36.52, -28.26)",425.886,419.702,413.518,407.334,395.506,389.862,384.218,378.574,370.63,368.33,366.03,363.73,356.71000000000004,351.99,347.27,342.55,332.274,326.718,321.16200000000003,315.606,305.87800000000004,301.706,297.534,293.362,289.54200000000003,289.894,290.246,253.82210461538466,257.92874769230775,262.03539076923084,266.1420338461539,270.24867692307697,274.35532000000006,Shasta,California
237,237,"Sierra County, California",6091.0,393.89,367.04,332.0,319.64,303.56,273.61,241.69,226.5,"-42.50 (-49.16, -33.92)",388.52,383.15,377.78,372.41,360.03200000000004,353.024,346.016,339.00800000000004,329.528,327.056,324.584,322.112,316.424,313.208,309.992,306.776,297.57000000000005,291.58000000000004,285.59000000000003,279.6,267.22600000000006,260.842,254.458,248.074,238.652,235.614,232.576,200.67947384615385,205.39386307692308,210.1082523076923,214.82264153846154,219.5370307692308,224.25142,Sierra,California
238,238,"Siskiyou County, California",6093.0,439.76,406.45,368.54,355.38,325.32,287.03,259.76,254.47,"-42.13 (-46.18, -37.71)",433.098,426.436,419.774,413.112,398.86800000000005,391.286,383.704,376.12200000000007,365.9080000000001,363.276,360.644,358.01200000000006,349.36800000000005,343.356,337.344,331.33200000000005,317.66200000000003,310.004,302.346,294.688,281.576,276.122,270.668,265.214,258.702,257.644,256.586,210.30027384615386,215.8412630769231,221.38225230769234,226.92324153846155,232.4642307692308,238.00522000000004,Siskiyou,California
239,239,"Solano County, California",6095.0,468.11,436.65,366.39,340.28,308.51,258.92,220.49,206.95,"-55.79 (-58.03, -53.38)",461.818,455.526,449.234,442.942,422.598,408.546,394.494,380.442,361.168,355.946,350.724,345.502,333.926,327.572,321.218,314.864,298.592,288.674,278.756,268.838,251.23400000000004,243.548,235.862,228.17600000000004,217.78200000000004,215.074,212.366,154.57727384615384,161.88156307692307,169.1858523076923,176.49014153846153,183.79443076923076,191.09872,Solano,California
240,240,"Sonoma County, California",6097.0,426.81,394.86,340.08,316.53,309.37,260.89,234.98,220.22,"-48.40 (-50.90, -45.76)",420.4200000000001,414.03,407.64,401.25000000000006,383.90400000000005,372.948,361.992,351.03600000000006,335.37,330.66,325.95,321.24,315.098,313.666,312.234,310.802,299.674,289.97799999999995,280.282,270.586,255.708,250.526,245.344,240.162,232.028,229.076,226.124,186.66989538461536,192.00285230769228,197.3358092307692,202.66876615384612,208.00172307692304,213.33467999999996,Sonoma,California
241,241,"Stanislaus County, California",6099.0,465.58,475.36,385.15,398.8,386.25,340.71,302.79,297.84,"-36.03 (-39.07, -32.67)",467.536,469.492,471.448,473.404,457.318,439.276,421.234,403.192,387.88,390.61,393.34,396.0700000000001,396.29,393.78,391.27,388.76,377.142,368.034,358.926,349.818,333.126,325.54200000000003,317.958,310.374,301.8,300.81,299.82,267.34321538461535,272.2527923076923,277.1623692307692,282.0719461538461,286.98152307692305,291.89109999999994,Stanislaus,California
242,242,"Sutter County, California",6101.0,506.93,470.73,417.89,394.57,383.44,322.64,284.07,272.94,"-46.16 (-49.83, -42.23)",499.69000000000005,492.4500000000001,485.21,477.9700000000001,460.162,449.594,439.026,428.458,413.226,408.562,403.898,399.234,392.344,390.118,387.892,385.666,371.28,359.12,346.96,334.8,314.92600000000004,307.212,299.498,291.784,281.844,279.618,277.392,226.48594769230775,233.2832261538462,240.08050461538465,246.87778307692312,253.6750615384616,260.47234000000003,Sutter,California
243,243,"Tehama County, California",6103.0,463.8,428.92,388.69,376.4,335.2,292.94,261.35,258.93,"-44.17 (-48.38, -39.66)",456.824,449.848,442.872,435.896,420.874,412.828,404.782,396.736,386.232,383.774,381.316,378.858,368.16,359.92,351.67999999999995,343.44000000000005,326.74800000000005,318.296,309.844,301.392,286.622,280.304,273.986,267.66800000000006,260.86600000000004,260.382,259.898,203.85745230769237,210.3384738461539,216.81949538461544,223.300516923077,229.78153846153853,236.26256000000006,Tehama,California
244,244,"Trinity County, California",6105.0,454.63,415.07,371.0,346.31,325.01,280.19,241.03,236.4,"-48.00 (-53.09, -42.21)",446.718,438.806,430.894,422.982,406.256,397.442,388.628,379.814,366.062,361.124,356.18600000000004,351.248,342.05,337.79,333.53,329.27,316.046,307.082,298.118,289.154,272.358,264.526,256.694,248.862,240.104,239.178,238.252,188.23694769230767,194.55172615384612,200.86650461538457,207.18128307692305,213.4960615384615,219.81083999999996,Trinity,California
245,245,"Tulare County, California",6107.0,498.81,445.8,430.72,418.39,382.56,344.7,305.73,292.11,"-41.44 (-44.47, -38.01)",488.208,477.606,467.004,456.402,442.7840000000001,439.768,436.75200000000007,433.7360000000001,428.254,425.788,423.322,420.856,411.224,404.058,396.892,389.726,374.988,367.416,359.844,352.272,336.906,329.112,321.318,313.524,303.00600000000003,300.28200000000004,297.558,248.09959076923076,254.6064046153846,261.11321846153845,267.6200323076923,274.12684615384615,280.63365999999996,Tulare,California
246,246,"Tuolumne County, California",6109.0,420.0,390.88,346.09,327.68,310.87,268.35,239.11,242.95,"-42.16 (-46.30, -37.21)",414.176,408.352,402.528,396.704,381.922,372.964,364.006,355.048,342.408,338.726,335.044,331.362,324.318,320.956,317.594,314.232,302.36600000000004,293.862,285.35800000000006,276.85400000000004,262.50200000000007,256.654,250.80600000000004,244.95800000000003,239.878,240.646,241.414,197.31101846153848,202.4714907692308,207.6319630769231,212.7924353846154,217.95290769230772,223.11338000000003,Tuolumne,California
247,247,"Ventura County, California",6111.0,423.51,380.61,339.63,307.66,296.18,242.36,216.05,204.92,"-51.61 (-53.88, -49.30)",414.93,406.35,397.77,389.19,372.414,364.218,356.022,347.826,333.236,326.842,320.448,314.05400000000003,305.36400000000003,303.068,300.77200000000005,298.476,285.41600000000005,274.65200000000004,263.88800000000003,253.124,237.09800000000004,231.836,226.574,221.31200000000004,213.82400000000004,211.598,209.372,160.96833230769235,166.9984338461539,173.02853538461542,179.05863692307696,185.0887384615385,191.11884000000003,Ventura,California
248,248,"Yolo County, California",6113.0,513.91,457.85,376.75,340.54,304.75,258.94,215.05,204.77,"-60.15 (-62.60, -57.60)",502.698,491.486,480.274,469.062,441.63000000000005,425.41,409.19,392.97,369.508,362.266,355.024,347.78200000000004,333.382,326.22400000000005,319.06600000000003,311.908,295.588,286.426,277.264,268.10200000000003,250.16200000000003,241.384,232.606,223.82800000000003,212.99400000000003,210.938,208.882,146.12799384615388,153.8634030769231,161.59881230769233,169.33422153846158,177.0696307692308,184.80504000000002,Yolo,California
249,249,"Yuba County, California",6115.0,518.34,510.55,459.09,442.03,424.23,371.4,326.77,331.62,"-36.02 (-40.83, -30.85)",516.782,515.224,513.6659999999999,512.1080000000001,500.258,489.966,479.674,469.382,455.678,452.266,448.8539999999999,445.442,438.47,434.91,431.35,427.79,413.664,403.098,392.532,381.966,362.474,353.548,344.622,335.696,327.74,328.71,329.68,277.4738923076923,283.97785384615383,290.4818153846154,296.98577692307697,303.4897384615385,309.9937,Yuba,California
250,250,Colorado,8.0,401.63,371.32,331.71,306.55,280.94,242.88,205.59,209.52,"-47.83 (-49.02, -46.58)",395.568,389.506,383.444,377.382,363.398,355.476,347.554,339.632,326.678,321.646,316.61400000000003,311.582,301.428,296.30600000000004,291.184,286.062,273.32800000000003,265.716,258.104,250.492,235.422,227.964,220.506,213.048,206.376,207.162,207.948,157.62211384615387,163.5203430769231,169.41857230769233,175.31680153846156,181.2150307692308,187.11326000000003,,
251,251,"Adams County, Colorado",8001.0,394.97,367.65,332.26,305.44,277.82,241.09,200.86,210.76,"-46.64 (-48.29, -44.71)",389.5060000000001,384.042,378.578,373.114,360.572,353.494,346.416,339.338,326.896,321.532,316.168,310.804,299.916,294.392,288.868,283.344,270.474,263.128,255.782,248.436,233.044,224.998,216.952,208.906,202.84000000000003,204.82,206.8,153.99595384615387,159.9880230769231,165.98009230769233,171.97216153846156,177.9642307692308,183.95630000000003,Adams,Colorado
252,252,"Alamosa County, Colorado",8003.0,421.89,399.54,358.97,349.02,324.88,288.84,248.67,256.52,"-39.20 (-45.56, -31.84)",417.42,412.9500000000001,408.48,404.0100000000001,391.426,383.312,375.198,367.08400000000006,356.98,354.99,353.0,351.01,344.192,339.364,334.536,329.708,317.672,310.464,303.256,296.048,280.806,272.772,264.738,256.704,250.24,251.81,253.38,208.88319999999993,214.27539999999993,219.66759999999994,225.05979999999994,230.45199999999994,235.84419999999994,Alamosa,Colorado
253,253,"Arapahoe County, Colorado",8005.0,394.97,367.65,332.26,305.44,277.82,241.09,200.86,210.76,"-46.64 (-48.29, -44.71)",389.5060000000001,384.042,378.578,373.114,360.572,353.494,346.416,339.338,326.896,321.532,316.168,310.804,299.916,294.392,288.868,283.344,270.474,263.128,255.782,248.436,233.044,224.998,216.952,208.906,202.84000000000003,204.82,206.8,153.99595384615387,159.9880230769231,165.98009230769233,171.97216153846156,177.9642307692308,183.95630000000003,Arapahoe,Colorado
254,254,"Archuleta County, Colorado",8007.0,348.94,308.01,262.01,239.27,213.36,177.12,152.74,149.8,"-57.07 (-61.95, -52.10)",340.754,332.568,324.38199999999995,316.196,298.81,289.61,280.41,271.21000000000004,257.462,252.914,248.366,243.81800000000004,234.088,228.906,223.724,218.54200000000003,206.112,198.864,191.616,184.368,172.244,167.368,162.49200000000002,157.616,152.15200000000002,151.56400000000002,150.976,105.22762769230772,110.48718615384618,115.74674461538464,121.0063030769231,126.26586153846156,131.52542000000003,Archuleta,Colorado
255,255,"Baca County, Colorado",8009.0,457.68,434.54,386.49,368.93,347.38,302.45,279.14,281.98,"-38.39 (-45.13, -30.34)",453.052,448.424,443.796,439.16800000000006,424.93000000000006,415.32,405.71,396.1,382.978,379.466,375.954,372.442,364.62,360.31,356.0,351.69,338.394,329.408,320.422,311.43600000000004,297.788,293.126,288.464,283.802,279.708,280.276,280.84400000000005,233.81417230769227,239.07671384615384,244.33925538461537,249.6017969230769,254.86433846153844,260.12687999999997,Baca,Colorado
256,256,"Bent County, Colorado",8011.0,434.06,406.71,358.9,345.1,321.77,284.28,254.59,248.74,"-42.69 (-49.32, -35.18)",428.59,423.12,417.65,412.18,397.148,387.586,378.024,368.462,356.14,353.38,350.62,347.86,340.434,335.76800000000003,331.102,326.43600000000004,314.272,306.774,299.27599999999995,291.778,278.342,272.404,266.466,260.528,253.42,252.25,251.08,208.87664615384614,214.1650769230769,219.45350769230768,224.74193846153844,230.03036923076922,235.31879999999998,Bent,Colorado
257,257,"Boulder County, Colorado",8013.0,394.97,367.65,332.26,305.44,277.82,241.09,200.86,210.76,"-46.64 (-48.29, -44.71)",389.5060000000001,384.042,378.578,373.114,360.572,353.494,346.416,339.338,326.896,321.532,316.168,310.804,299.916,294.392,288.868,283.344,270.474,263.128,255.782,248.436,233.044,224.998,216.952,208.906,202.84000000000003,204.82,206.8,153.99595384615387,159.9880230769231,165.98009230769233,171.97216153846156,177.9642307692308,183.95630000000003,Boulder,Colorado
